STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,WHLSALE
VA,51,40,6,2,110018,29834,58273,51513,0,0,16383,253056,0,99991,6761,6118,12083,16.53,6169,38758,289424,5256,19071,59179,0,18309,0,0,283,,102.4486301,538470,,13998,13569,13658,12129,10.9,334726,727,70021,47035,10138
VA,51,40,7,2,84382,29834,65193,45685,0,0,25332,255730,1,108550,10014,14823,12316,16.53,9811,56283,289424,6424,21609,43863,0,19765,2,1,1903,1,83.29389788,535080,,18065,19851,8364,11452,10.9,191122,0,66110,45148,8671
VA,51,40,8,2,37699,29834,54284,18492,0,0,16835,268368,1,112810,1555,67847,17913,16.53,37171,94581,289424,580,22024,13779,0,29850,0,0,25228,,921.4603448,534447,,368,4710,11378,8982,10.9,487413,0,79605,43717,6000
VA,51,40,9,4,93450,29834,12870,53664,0,0,12759,216173,0,112116,6536,5093,5541,21.93,4255,39981,289424,7310,17698,50314,0,15526,1,0,129,,73.71696306,538871,,21301,17190,6226,15277,10.9,158857,0,55614,33076,5582
VA,51,40,10,2,64952,29834,35107,15850,0,0,16394,293934,1,91463,2885,65354,22455,16.53,59560,90106,289424,738,20034,15574,0,31287,3,1,9991,,725.0826558,535111,,2339,4718,9788,7961,10.9,499141,0,81076,44001,6528
AL,1,41,1,5,96189,20280,174840,46539,0,1,19674,230058,0,106790,5966,7601,11017,1.61,6885,35746,9448,7992,16191,48648,0,16622,0,0,1795,,70.55868368,563905,37749120,7393,11954,9584,17297,18.2,365188,0,63858,44160,9987
AL,1,41,2,5,104230,20280,168952,47389,0,0,14761,226115,0,109845,8399,11859,10313,1.61,6409,46415,9448,9209,18675,45711,0,15295,3,2,12930,1,59.6704311,549505,,17642,15881,8205,14865,18.2,357258,200,58674,43462,9609
AL,1,41,3,5,97669,20280,156599,62843,0,0,12822,226852,0,112231,5153,12948,7341,1.61,5142,45246,9448,8145,17337,71261,0,15489,2,1,9502,,68.17937385,555321,,9832,14961,5269,17560,18.2,302609,835,59127,34539,6470
AL,1,41,4,5,113932,20280,40810,71788,0,0,14165,231240,0,116106,8589,6609,6672,1.61,2230,31370,9448,9186,16488,75086,0,14798,0,0,444,,61.19028957,562094,,25559,8273,7262,18306,18.2,194728,0,59659,36901,7513
AL,1,41,5,5,81886,20280,78366,52284,0,0,14094,242616,0,114351,5465,24785,8718,1.61,7964,52057,9448,4953,18345,62980,0,17787,1,0,5095,1,111.0123158,549844,,17714,8927,4866,20462,18.2,319275,0,64218,39968,6960
AL,1,41,6,5,109252,20280,190432,40231,1,0,13139,254085,0,98967,1368,8912,17626,1.61,6099,38518,9448,617,19134,40738,0,18668,0,0,350,,897.8476499,553972,,421,10472,10960,16722,18.2,506861,417,68952,53468,15189
AL,1,41,7,5,101443,20280,186284,49272,1,0,14714,223777,0,112238,5455,7535,10301,1.61,4273,41645,9448,10666,17581,50489,0,16316,0,0,493,,52.43268329,559247,,9196,16529,7170,17603,18.2,291794,535,58006,37848,8392
AR,5,42,1,8,125367,13619,107601,53541,0,0,13790,222416,0,123453,19893,4793,7016,57.97,3079,32263,185656,15911,19576,55112,0,12580,1,1,2956,,36.04745145,573551,,40101,7894,7323,19114,13.2,248776,0,57743,38869,7799
AR,5,42,2,11,96811,13619,95813,45701,0,0,15939,254183,0,109631,6274,10434,14558,7.19,7314,46744,185656,6000,16865,47910,0,17271,1,1,6363,1,94.85266667,569116,,12772,19445,10436,14636,13.2,385075,1269,71414,51306,12610
AR,5,42,3,11,133240,13619,11767,55831,0,0,15798,240558,0,108607,14985,6089,8416,7.19,7628,33489,185656,14089,16940,61651,0,14337,1,1,381,,40.66555469,572937,,38757,10460,8346,15544,13.2,264176,180,74644,45690,9551
AR,5,42,4,8,136635,13619,157844,51873,0,0,15749,223723,0,117560,12211,6902,7315,57.97,4350,36546,185656,16079,19754,55047,0,14652,1,0,350,,35.50164811,570831,,16018,9890,8960,15853,13.2,281529,0,63023,37579,6439
FL,12,43,1,5,68566,59373,71571,28294,0,1,15031,200260,0,104834,3466,18629,10010,1.61,15567,45150,2083517,4143,19842,22235,0,16256,10,3,30855,,123.792421,512872,,4041,6679,7200,15279,9.6,403899,0,74267,43360,6499
FL,12,43,2,5,86263,59373,124393,31782,0,1,15378,216990,0,104147,11657,6485,9431,1.61,8755,67909,2083517,15193,22066,24865,0,14802,0,0,686,,33.77055223,513076,,19151,39358,6160,12366,9.6,204743,327,62548,39706,6976
FL,12,43,3,5,79725,59373,139941,35823,1,1,14357,222903,0,98503,2730,12036,20070,1.61,13443,39481,2083517,1276,20641,26054,0,16918,4,3,14563,,401.7570533,512642,,761,6804,16145,13625,9.6,482002,0,70336,48471,10757
FL,12,43,4,5,135195,59373,55774,24280,1,1,16638,214526,0,85099,6399,7134,16837,1.61,23289,33331,2083517,3257,19206,22732,0,16783,1,1,4308,,157.4108075,512687,,3797,6991,7875,12055,9.6,374686,0,81175,50102,7951
FL,12,43,5,5,98465,59373,84214,30411,0,0,17058,238960,0,94676,9201,5732,16874,1.61,22816,32207,2083517,927,19365,28257,0,18228,4,0,10999,,553.4088457,513010,,1970,7110,7689,11009,9.6,456223,0,74380,53536,11172
FL,12,43,6,5,145165,59373,71058,25885,0,1,15365,198268,0,82696,10568,5131,10562,1.61,22119,46553,2083517,5012,19240,17122,0,14157,0,0,490,1,102.3768955,513113,,8630,22182,5624,11727,9.6,236050,475,73115,40721,6228
FL,12,43,7,5,99140,59373,76361,36171,0,1,15608,234117,0,89425,4505,7107,16409,1.61,32745,35003,2083517,638,20985,30279,0,17346,1,1,5999,,804.2507837,513112,46904727,1307,6911,12442,12361,9.6,482102,692,70616,57063,14389
FL,12,43,8,5,224682,59373,44962,23634,0,1,16334,206620,0,65287,3301,6057,17902,1.61,38432,25714,2083517,161,16124,27406,0,16206,0,0,1176,,3185.720497,512901,,0,3533,5077,10359,9.6,512683,642,83589,47448,6918
FL,12,43,9,5,190677,59373,21537,26045,0,1,17408,198129,0,75618,5229,3822,14538,1.61,33364,24935,2083517,1087,16382,25386,0,16309,0,0,518,,471.9264029,512984,,3853,4731,7094,10444,9.6,410832,0,82202,48236,8451
FL,12,43,10,5,143966,59373,66814,35558,0,1,17295,214467,0,90395,14405,3228,11408,1.61,18901,30414,2083517,3966,20404,27376,0,16170,1,0,353,,129.324004,512899,,6902,6782,7615,10457,9.6,370572,0,69754,46462,8074
FL,12,43,11,5,92838,59373,39972,28317,0,1,18280,236079,0,94689,5681,10355,13366,1.61,27826,35860,2083517,3352,19602,37971,0,18650,2,1,6047,,152.8920048,512494,,1799,5903,8008,12173,9.6,448819,0,85411,50150,7508
FL,12,43,12,5,149866,59373,99273,28451,0,1,21763,215880,0,82380,17956,4038,14341,1.61,34947,30477,2083517,8457,19686,25112,0,17114,0,0,401,1,60.67920066,513164,,3704,6753,6212,9305,9.6,367689,0,70497,43118,6695
FL,12,43,13,5,211224,59373,29003,21472,0,1,24668,199657,0,67601,6097,2674,18853,1.61,30413,23244,2083517,2170,16497,14330,0,17299,0,0,96,,236.4119816,513014,,1114,4073,5495,8295,9.6,442036,0,82085,49829,5528
FL,12,43,14,5,192732,59373,20647,20072,0,1,23217,214801,0,66048,4821,3370,20542,1.61,53423,24156,2083517,419,16149,23336,0,20071,0,0,176,,1223.75179,512752,,486,4637,7031,8779,9.6,496137,0,78304,50624,8208
FL,12,43,15,5,183564,59373,91246,27801,0,1,22046,236562,0,64508,4291,3772,20789,1.61,53415,26940,2083517,169,18941,27012,0,18622,0,0,201,,3034.887574,512896,,0,4227,10363,10274,9.6,512815,0,72331,56604,9501
FL,12,43,16,5,143414,59373,25929,26720,0,1,18406,242512,0,76403,3072,5203,20218,1.61,117464,28321,2083517,1507,18272,29022,0,20947,0,0,335,,340.9688122,513840,,76,4846,17839,10255,9.6,505401,0,65865,58687,13462
FL,12,43,17,5,127228,59373,137365,40329,1,1,15400,244862,0,83731,2686,6247,15332,1.61,144345,32672,2083517,106,20896,37597,0,17740,0,0,370,,4840.273585,513069,,0,5529,16999,13158,9.6,513069,0,52443,56279,14027
FL,12,43,18,5,199991,59373,81165,43345,1,1,13347,232477,0,58851,2533,4674,16483,1.61,267848,24147,2083517,58,15403,40728,0,14703,0,0,357,,8842.327586,512855,,0,4070,14519,13814,9.6,512855,708,38231,50714,12308
FL,12,43,19,5,70703,59373,61909,20307,1,1,16522,249595,0,86306,7229,8899,21863,1.61,99620,37388,2083517,2258,22546,17740,0,22368,3,1,8541,1,227.1674048,512944,,1088,5943,18760,9600,9.6,480069,0,65084,53717,11038
GA,13,44,1,5,88740,29982,179760,45060,0,1,15298,219534,0,104003,8942,8976,8942,1.61,8147,41549,35801,9604,19810,45114,0,15112,3,1,17008,1,56.34943773,541180,,16554,12763,9981,14964,12.7,319578,0,57539,42589,8804
GA,13,44,2,5,96856,29982,200437,54284,0,0,12751,231554,0,120748,18054,7650,8452,1.61,6244,41481,35801,11104,20950,56260,0,14440,2,1,3944,,49.52962896,549977,,33273,12881,6056,13929,12.7,275942,0,54532,43277,10730
GA,13,44,3,5,86481,29982,185711,50569,0,0,12048,219477,0,110939,7008,17866,9373,1.61,11016,47925,35801,6698,19904,55700,0,16069,3,2,28398,,80.75022395,540865,,10862,10155,6062,16650,12.7,347251,0,62134,36232,6333
GA,13,44,4,5,73375,29982,69610,30353,1,0,16113,293203,0,97932,1826,11963,26070,1.61,20662,43303,35801,785,20066,42534,0,24538,0,0,464,,690.8407643,542310,,839,11274,12345,10562,12.7,472836,463,75429,66582,18318
GA,13,44,5,5,86443,29982,357635,41968,1,0,11843,250470,0,105506,1621,12818,17497,1.61,9956,45921,35801,367,21839,32543,0,15431,1,1,917,,1498.871935,550086,,94,11264,17137,19727,12.7,536846,0,58026,47604,11201
GA,13,44,6,5,71571,29982,81598,58293,1,0,17527,260290,0,118722,2627,8975,12176,1.61,6419,38641,35801,3276,19738,57976,0,19410,1,1,1264,,167.5827228,549001,,4992,9928,26619,14214,12.7,317923,0,69256,52446,12938
GA,13,44,7,5,68785,29982,32902,52533,0,0,17162,272951,0,109554,2607,7848,17176,1.61,7830,33821,35801,2416,17809,69315,0,20296,3,1,1200,,225.9573675,545913,,3843,8164,12844,13532,12.7,385768,0,73518,57099,15481
GA,13,44,8,5,101622,29982,191076,53749,0,1,12621,226356,0,111290,10948,11077,9043,1.61,4267,46157,35801,13123,19511,54528,0,15075,0,0,950,1,41.28042368,541723,,25061,15569,8333,14673,12.7,261358,310,53634,37197,8201
GA,13,44,9,5,87830,29982,28424,74336,0,1,18645,258359,0,115932,8478,5333,9999,1.61,4292,32795,35801,6467,18181,92638,0,16943,0,0,362,,85.32967373,551827,,16466,9281,6834,13058,12.7,122652,0,62029,42127,10964
GA,13,44,10,5,73747,29982,137282,49062,0,1,16033,249104,0,106406,4639,13111,11601,1.61,12647,53579,35801,4218,18145,55415,0,17935,1,1,17257,,130.4464201,550223,,9105,22323,7407,14154,12.7,368950,1029,62600,46896,10957
LA,22,45,1,8,81389,30829,153936,32085,1,1,16205,225839,0,82981,2243,10654,13123,57.97,19131,39745,9933,2577,17127,26054,0,19796,3,0,3038,,203.6495925,524805,146677720,1085,11964,15426,13026,13.8,445979,0,62894,44949,10515
LA,22,45,2,8,84577,30829,235266,40163,1,1,18891,223916,0,88331,1760,8028,10333,57.97,16590,35231,9933,319,16386,24240,0,16522,0,0,1585,,1653.714734,527535,,13,10817,17645,14366,13.8,522706,456,56446,47862,11830
LA,22,45,3,8,56421,30829,80124,40913,0,1,22167,234949,0,97464,4371,5344,12405,57.97,13817,30185,9933,4528,16366,30314,0,21793,0,0,417,,116.1969965,526140,,2716,8475,15994,9235,13.8,377370,0,56360,49643,12300
LA,22,45,4,8,93373,30829,165968,41181,0,0,15820,215477,0,103701,4071,8892,10218,57.97,8943,37452,9933,6666,16591,35403,0,16862,3,2,17566,,78.77617762,525122,,5930,11969,7959,15079,13.8,343018,377,63891,43598,9736
LA,22,45,5,8,104910,30829,164774,36845,0,0,15579,195192,0,106747,10476,5767,8530,57.97,3996,39024,9933,13174,15518,29067,0,14579,0,0,430,,40.01472598,527154,,17264,17739,6461,14274,13.8,250896,0,51375,37408,7433
LA,22,45,6,8,67030,30829,131845,33075,0,0,22357,232257,0,99780,3633,4576,13106,57.97,10531,49669,9933,2559,17278,34472,0,20069,0,0,252,,205.0902696,524826,70715564,5473,27815,7797,13832,13.8,370353,0,58554,44515,9404
LA,22,45,7,8,73350,30829,105553,40514,0,1,21414,224322,0,105845,6507,4503,8902,57.97,7313,32661,9933,7397,16797,27987,0,19622,0,0,265,,71.03785318,525467,25494452,12619,11361,10547,10638,13.8,328766,0,57134,45388,10142
LA,22,45,8,8,84104,30829,201006,37843,0,0,20689,192150,0,109223,6647,6840,7045,57.97,5181,40933,9933,7303,16690,28537,0,15587,1,1,3278,1,71.86786252,524851,70715564,13845,17403,7205,14258,13.8,248639,338,49184,33373,7088
MS,28,46,1,8,97787,13650,131106,63975,0,0,14718,213587,0,106692,8833,7094,6241,57.97,3398,33601,102698,10247,16083,70867,0,14359,0,0,344,,49.26963989,504866,,24224,10424,8186,14348,9.3,163377,0,47523,33639,7741
MS,28,46,2,8,103152,13650,270964,37565,0,0,11452,182822,0,111316,14815,9098,6249,57.97,3453,37064,102698,11982,17507,35999,0,12270,0,0,259,,42.10499082,504502,,22556,10459,5088,15642,9.3,217774,0,39135,31220,7153
MS,28,46,3,5,94426,13650,157652,48201,0,0,13123,204319,0,99648,8071,7549,8195,1.61,4140,39010,102698,9827,15365,48658,0,14833,2,2,5955,,51.27220922,503852,,19092,16096,7631,13341,9.3,205595,0,49183,35969,8410
MS,28,46,4,8,92795,13650,227725,40254,0,0,13117,211554,0,96207,5143,8252,11782,57.97,3930,43717,102698,8075,17828,35557,0,15396,0,0,415,1,62.39021672,503801,,11225,17637,7696,13910,9.3,283586,443,48761,39219,9169
MS,28,46,5,5,72661,13650,99664,36905,0,1,15270,197092,0,103300,4603,12394,7785,1.61,8606,38827,102698,7103,16969,39027,0,15900,6,1,15250,,70.90201323,503617,20006414,7661,9464,6954,14927,9.3,322473,837,61520,36246,5812
NC,37,47,1,5,93347,29810,188968,48545,0,1,14290,224797,0,107333,17032,10078,6870,1.61,4792,47298,356980,9019,16973,50787,0,14783,2,1,12201,,59.4543741,536219,,27792,20247,5089,15748,8.9,163005,0,53546,42763,9045
NC,37,47,2,5,94584,29810,214999,56924,0,0,14029,248920,0,108943,10664,6635,9697,1.61,5315,43941,356980,4481,17825,64206,0,16099,0,0,515,,119.6556572,536177,,24689,19481,6772,15156,8.9,262917,444,53007,41113,7948
NC,37,47,3,5,78001,29810,146879,54236,0,1,15730,214314,0,109321,14795,8640,6755,1.61,8193,38923,356980,7232,14896,55774,0,14188,3,2,41799,,74.10730088,535944,,35565,15387,5010,14441,8.9,199769,0,50997,38562,8489
NC,37,47,4,5,72421,29810,105770,51521,0,0,15682,279867,0,98392,6224,6714,14800,1.61,10863,63519,356980,3246,15535,66667,0,19912,0,0,436,1,164.3807763,533580,,14518,41270,7431,10422,8.9,296118,0,59955,48190,10751
NC,37,47,5,5,93880,29810,86859,75754,0,0,13603,263449,0,106150,7005,3459,10862,1.61,4801,28337,356980,3644,14642,98679,0,17307,0,0,161,,146.8748628,535212,,20053,10236,11567,14232,8.9,242418,0,61862,41894,8922
NC,37,47,6,5,87753,29810,109555,69775,0,0,13578,274947,0,104555,3835,4679,12640,1.61,5752,33533,356980,1632,15992,98305,0,18718,0,0,176,,324.53125,529635,,6850,12862,9851,12995,8.9,342892,0,65099,50980,12805
NC,37,47,7,5,64643,29810,147741,44245,0,1,15114,205269,0,117226,6926,10521,8510,1.61,13884,40540,356980,3590,16716,46377,0,14922,2,2,43901,1,150.1545961,539055,,17471,13303,6184,16110,8.9,346122,310,55613,39431,6597
NC,37,47,8,5,99927,29810,107418,84070,0,0,14954,258728,0,112507,6769,4713,8093,1.61,4043,31364,356980,5066,14730,103819,0,17058,1,1,610,,105.7131859,535543,,16434,11921,9057,12075,8.9,183005,801,63846,40613,8731
NC,37,47,9,5,77895,29810,125290,57550,1,0,15943,282173,0,105030,3807,4576,18490,1.61,10873,33249,356980,1492,18972,67515,0,20040,0,0,372,1,359.4524129,536303,,5372,9701,13818,12038,8.9,386032,0,68593,60330,17933
NC,37,47,10,5,86035,29810,56403,93325,0,0,12531,270891,0,110494,3835,2758,7127,1.61,4010,31894,356980,2680,14177,124002,0,17186,0,0,234,,198.8604478,532946,,6118,14959,7941,12645,8.9,249536,0,63087,38956,8540
NC,37,47,11,5,120192,29810,29172,65966,0,0,17013,235842,0,102094,7054,6388,6732,1.61,5832,34586,356980,6763,14498,78418,0,15213,0,0,224,,78.53792696,531152,,13575,13700,5825,15410,8.9,151038,526,69378,36609,6698
SC,45,48,1,5,62264,10267,168107,33603,0,1,16500,209698,0,100260,4460,21534,9653,1.61,12928,54608,20944,4469,15537,36431,0,16991,8,3,40154,,116.4383531,520363,,3456,17537,7435,14876,5.8,377488,244,60872,40096,6768
SC,45,48,2,5,67252,10267,180742,39409,0,0,16119,241585,0,102800,4812,10475,17187,1.61,10625,60042,20944,3356,16180,42375,0,18085,2,1,12715,,155.7473182,522688,,6739,33387,6550,13214,5.8,351099,460,62674,43940,10164
SC,45,48,3,5,87158,10267,117814,75581,0,0,15641,243641,0,107433,4936,5966,6886,1.61,4324,35201,20944,6163,14178,100560,0,17211,0,0,315,1,84.25766672,519280,,9027,15057,5330,13049,5.8,232833,0,59195,35590,6354
SC,45,48,4,5,85121,10267,100433,68816,0,0,17157,252726,0,102449,2394,3170,9715,1.61,8075,26321,20944,2124,13918,92636,0,18074,0,0,268,,245.0682674,520525,,2765,9233,8299,12382,5.8,350166,0,63482,44129,9208
SC,45,48,5,5,83482,10267,168667,75327,0,0,14607,236243,0,114415,5100,4487,6740,1.61,4637,32812,20944,6845,15112,96774,0,16784,1,1,5223,1,75.92636961,519716,,9041,13213,5038,15030,5.8,203114,0,55178,33850,6764
SC,45,48,6,5,77606,10267,212206,55058,0,1,15182,221369,0,118460,10564,6042,7248,1.61,5491,35356,20944,7247,15216,61289,0,14988,1,1,3418,1,71.65006209,519248,,22567,14098,6086,16741,5.8,174553,0,50840,40014,7193
TX,48,49,1,13,135565,152838,103221,49587,0,0,17227,219902,0,107391,9966,5605,7645,3.12,6136,33191,993895,13271,19157,51034,0,16376,3,0,331,,39.71275714,527028,,23709,8429,7442,10640,12.5,218163,0,66124,40759,7621
TX,48,49,2,13,97109,152838,81771,45065,1,0,21196,210507,0,109565,6099,2979,7622,3.12,8612,33076,993895,13043,18706,47082,0,18281,0,0,148,,40.39193437,526832,90669169,11564,11391,9107,10343,12.5,211611,0,67606,40843,7081
TX,48,49,3,13,64260,152838,16128,21827,1,0,15381,305664,0,86446,1351,5453,34139,3.12,25348,26751,993895,250,17453,57639,0,29302,0,0,197,,2107.712,526928,,224,3845,12203,5806,12.5,520669,0,75299,73477,23371
TX,48,49,4,13,119058,152838,73602,51055,1,0,19410,241360,0,105170,5952,3639,11681,3.12,9225,29109,993895,6710,18996,57836,0,18592,0,0,179,,78.56512668,527172,,15734,6474,9589,9248,12.5,296360,78,70817,47983,9967
TX,48,49,5,13,74206,152838,103258,51297,1,0,23324,274969,0,96128,2194,6317,21880,3.12,29342,29438,993895,362,20075,54430,0,18844,0,0,240,,1454.969613,526699,,344,3046,14285,9343,12.5,522506,0,65081,61771,15595
TX,48,49,6,13,101110,152838,57086,39953,1,0,22122,234018,0,108023,8274,5911,12283,3.12,12858,42344,993895,10678,19517,39750,0,20044,0,0,527,,49.40054317,527499,90669169,18573,16916,11184,7718,12.5,286307,0,63461,46183,8940
TX,48,49,7,13,39334,152838,16393,22322,1,0,26333,295424,0,101426,1998,3396,27058,3.12,39259,23582,993895,629,16470,48148,0,31395,0,0,193,,837.9697933,527083,90669169,723,3716,10413,5628,12.5,494515,0,72737,64075,22665
TX,48,49,8,13,38798,152838,87478,47034,1,0,31330,259699,0,119170,1645,4496,12859,3.12,26550,26677,993895,639,18769,53276,0,24631,0,0,336,,825.399061,527430,90669169,406,3412,19963,9168,12.5,473886,0,65946,51881,14727
TX,48,49,9,13,76884,152838,112730,40976,1,1,21945,251859,0,105833,2523,6584,12294,3.12,20478,39366,993895,1998,20654,50199,0,22957,0,0,817,,263.47998,526433,150952094,1209,12128,13254,12558,12.5,478011,0,69426,47730,9913
TX,48,49,10,13,72226,152838,54556,27679,1,0,19844,260694,0,91577,4254,10776,17590,3.12,22614,74450,993895,4206,21984,29194,0,19457,1,1,4719,,125.3421303,527189,,6367,41690,5306,9845,12.5,424914,0,61360,50833,8456
TX,48,49,11,13,103635,152838,74438,35841,1,0,15234,204164,0,96894,8589,11910,9965,3.12,18789,35709,993895,11474,16992,33772,0,15602,1,1,42402,,45.95807914,527323,,19911,6807,7120,10780,12.5,363412,1708,65194,42163,7766
TX,48,49,12,13,86037,152838,90895,53012,1,0,20077,258101,0,102383,2063,8336,13456,3.12,20829,30066,993895,463,18024,66260,0,19157,1,1,4230,,1138.788337,527259,,584,3706,13043,9823,12.5,508850,0,69503,55402,12011
TX,48,49,13,11,105307,152838,27046,40576,0,0,17009,240793,0,101635,16970,7101,10756,7.19,13892,36458,993895,34619,20931,33810,0,18620,1,1,8296,,15.21823276,526840,,24875,8426,10418,7756,12.5,394116,121,66264,54082,13177
TX,48,49,14,13,110730,152838,60706,42003,1,1,25584,230377,0,109186,15347,4500,9399,3.12,13652,34563,993895,16679,21490,35043,0,18734,1,0,2729,1,31.59529948,526978,,32118,8573,6602,7533,12.5,274211,0,61543,45741,8978
TX,48,49,15,13,81828,152838,2179,36117,0,0,15420,197635,0,140698,17851,5205,6971,3.12,70225,39301,993895,16880,27064,18524,0,13313,0,0,402,,31.22736967,527118,41057313,15123,7032,5689,13841,12.5,356851,0,40661,40929,10810
TX,48,49,16,12,57043,152838,19466,36999,1,0,11813,200576,0,128913,2958,11137,9926,0.47,104632,38148,993895,16625,21462,32739,0,15476,1,1,19540,,31.72336842,527401,,1306,5549,8348,15150,12.5,493123,0,57423,41375,8703
TX,48,49,17,13,130974,152838,16823,42996,0,0,18064,227032,0,101956,18184,5189,8729,3.12,10989,33488,993895,31592,19553,32482,0,16778,1,1,4981,1,16.67915928,526928,,39447,8746,8666,7130,12.5,304508,220,64566,43932,8467
TX,48,49,18,13,81120,152838,214798,57153,1,0,25638,246270,0,102040,2011,5428,11796,3.12,69240,31121,993895,113,19293,40380,0,15449,0,0,82,,4668.584071,527550,90669169,0,6400,14993,12920,12.5,527534,0,48212,50692,13391
TX,48,49,19,13,71987,152838,27423,38366,0,0,16154,242474,0,112170,17596,4447,11510,3.12,22020,36827,993895,15205,20685,30402,0,18294,1,1,3098,,34.71259454,527805,,24111,11695,8099,7140,12.5,408364,0,54067,55652,14423
TX,48,49,20,13,88971,152838,45643,36596,1,0,15608,200093,0,106398,1759,19434,10347,3.12,50079,43511,993895,119,19201,24007,0,13809,3,3,24725,,4420.890756,526086,,0,4876,7026,12142,12.5,526086,0,58610,45697,8874
TX,48,49,21,12,101126,152838,14930,29819,1,0,18661,238914,0,103667,9085,9822,15393,0.47,28965,39293,993895,44786,20599,22252,0,20018,2,2,7408,,11.76861073,527069,,12432,8872,7544,7751,12.5,401276,243,72259,51681,11038
TX,48,49,22,13,46933,152838,50529,32487,1,1,29915,292930,0,92679,3439,4188,21747,3.12,42187,28974,993895,2143,17504,52158,0,25922,0,0,336,,245.7279515,526595,90669169,3854,7282,9518,7747,12.5,439278,0,64914,57967,16067
TX,48,49,23,13,56544,152838,21967,30636,1,0,15476,207742,0,131250,6258,15989,11822,3.12,55853,46157,993895,12491,23295,21129,0,16680,3,2,14756,,42.17196381,526770,,6289,6873,8678,12133,12.5,431638,0,57550,46741,10577
TX,48,49,24,13,59516,152838,169495,56328,1,0,18726,264180,0,111096,1889,9024,17760,3.12,26371,33230,993895,275,19941,59002,0,18760,1,1,1453,,1914.654545,526530,,0,4265,17807,10015,12.5,526530,677,60103,57219,16791
TX,48,49,25,13,49863,152838,131507,45085,1,0,27549,278111,0,105586,1274,7627,13710,3.12,34446,35147,993895,268,20414,51969,0,23778,0,0,539,,1965.395522,526726,90669169,0,7106,15103,10890,12.5,525286,1007,68095,56052,14906
TX,48,49,26,13,51799,152838,16056,31086,1,0,18656,274926,0,109381,3059,7448,19005,3.12,16186,37993,993895,1921,19623,60060,0,26029,0,0,1229,,274.2566372,526847,,4636,10922,15533,6617,12.5,471203,0,74005,61267,17293
TX,48,49,27,13,72967,152838,14617,35458,0,1,17754,216262,0,124067,7337,9029,10519,3.12,57436,40978,993895,4580,24583,26690,0,16048,3,2,4715,,115.081441,527073,41057313,5354,7366,7319,13166,12.5,453630,0,55031,46281,9979
KY,21,51,1,4,115615,23445,46413,48107,0,0,12838,210795,0,100200,11011,7097,6672,21.93,4333,31625,62391,9132,13710,42575,0,16457,1,1,11620,,57.5825668,525844,,46688,10818,7962,19233,20.4,209365,0,58489,37129,7372
KY,21,51,2,4,82125,23445,31614,50677,0,0,12802,210786,0,101563,13268,8667,7125,21.93,6692,32027,62391,6790,13752,52322,0,15815,1,1,23575,,76.67658321,520634,,58776,9608,6164,19098,20.4,230410,0,54489,38549,6749
KY,21,51,3,4,103905,23445,104704,48077,1,0,10350,246017,0,75440,1233,8417,14674,21.93,7028,32917,62391,159,15865,56210,0,18437,1,0,474,,3283.150943,522021,,41,8635,9788,21129,20.4,519687,363,67524,48504,11139
KY,21,51,4,4,81370,23445,12505,43697,0,0,13362,238553,0,93438,5309,7460,15321,21.93,6031,29293,62391,2540,13897,53119,0,21251,0,0,470,,206.0318898,523321,,20055,7936,12644,14619,20.4,359467,0,68585,50492,11912
KY,21,51,5,4,99128,23445,10929,48052,0,0,11261,185314,0,111577,12834,4258,4762,21.93,2183,26897,62391,9473,13903,36327,0,11578,0,0,182,,55.27815898,523650,,56396,8736,7153,20635,20.4,98878,0,48120,31006,5546
KY,21,51,6,4,84994,23445,47996,41331,0,0,12566,246826,0,93368,12662,7240,10947,21.93,6359,52741,62391,3993,16095,46945,0,17767,2,0,429,,129.9797145,519009,,37671,29406,5877,15136,20.4,332951,894,60860,45067,7937
KY,21,51,7,4,85002,23445,5128,40660,0,0,11528,179362,0,113996,5318,4819,4730,21.93,1936,27503,62391,7585,13569,24524,0,14311,0,0,196,,69.38668425,526298,,24962,9115,9344,19757,20.4,111425,0,49194,28980,4604
MD,24,52,1,2,85235,19362,97677,40994,0,1,19335,238197,1,108538,11722,23948,8894,16.53,9790,57744,34476,4653,21603,36219,0,19978,4,1,8985,,113.0730711,526129,,24301,12193,8819,16540,18.6,145949,813,67819,43045,8375
MD,24,52,2,2,74833,19362,28137,41551,0,0,18217,271933,1,93152,2712,13716,18458,16.53,18303,47044,34476,722,22550,56841,0,24190,0,0,1670,,729.3407202,526584,,2948,10778,11320,14921,18.6,452985,215,76827,53290,10483
MD,24,52,3,2,118542,19362,84424,34504,1,0,12456,253725,1,75542,1063,17954,16509,16.53,27838,55102,34476,154,22276,41396,0,21444,0,0,1629,,3424.006494,527297,36425293,30,14872,11270,15359,18.6,522014,0,69689,48971,10605
